Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-10-20 00:00:00-04:00,19.006316936544152,19.785116525581028,18.952294905069756,19.48349952697754,29871900,0.0,0.0,0.0
2021-10-21 00:00:00-04:00,19.19989835203153,19.262922360341715,18.191509067242254,18.380582809448242,20499700,0.0,0.0,0.0
2021-10-22 00:00:00-04:00,18.574153698997094,18.59351254272484,17.511745919190023,17.78635025024414,11914400,0.0,0.0,0.0
2021-10-25 00:00:00-04:00,18.41659605114725,18.596214477353815,18.24552965670615,18.26803970336914,7522900,0.0,0.0,0.0
2021-10-26 00:00:00-04:00,18.209518193733302,18.299553236077315,18.002438798434998,18.033950805664062,6142400,0.0,0.0,0.0
2021-10-27 00:00:00-04:00,17.13810312123729,17.261901507021125,16.881504391863007,17.133602142333984,6527000,0.0,0.0,0.0
2021-10-28 00:00:00-04:00,17.867376711836176,17.95426051132463,16.809470199813617,17.813356399536133,7176600,0.0,0.0,0.0
2021-10-29 00:00:00-04:00,17.754839549835335,18.331062710866295,17.712074241518554,18.182504653930664,7049000,0.0,0.0,0.0
2021-11-01 00:00:00-04:00,17.952914647154373,18.029443296490037,17.385695233886516,17.795352935791016,6042100,0.0,0.0,0.0
2021-11-02 00:00:00-04:00,18.344565187340454,18.646180526864775,18.263533841768965,18.448104858398438,6106400,0.0,0.0,0.0
2021-11-03 00:00:00-04:00,18.08346650027753,18.34906890209018,17.606283746606785,18.187007904052734,5160000,0.0,0.0,0.0
2021-11-04 00:00:00-04:00,17.92815614646874,18.096971172862464,17.538755396652768,17.691814422607422,4282300,0.0,0.0,0.0
2021-11-05 00:00:00-04:00,17.831368866453733,17.939409522098586,17.565766488520186,17.67380714416504,3022000,0.0,0.0,0.0
2021-11-08 00:00:00-05:00,18.974807050247897,19.32143901235004,18.893775711314277,19.159378051757812,8171800,0.0,0.0,0.0
2021-11-09 00:00:00-05:00,19.66807236569323,19.740100030520793,19.154875039137476,19.501508712768555,7763000,0.0,0.0,0.0
2021-11-10 00:00:00-05:00,19.771616552297946,19.93818196062462,18.83525669520584,19.046838760375977,9954400,0.0,0.0,0.0
2021-11-11 00:00:00-05:00,18.713705360832417,18.96805267637554,18.659685041578346,18.73621368408203,3247200,0.0,0.0,0.0
2021-11-12 00:00:00-05:00,18.403086830760717,18.58765783358314,17.984425482384854,18.511127471923828,7672600,0.0,0.0,0.0
2021-11-15 00:00:00-05:00,18.81274568160416,18.844257680351895,18.335561287706106,18.407588958740234,6204300,0.0,0.0,0.0
2021-11-16 00:00:00-05:00,17.520743554669007,17.71882090055795,17.066069289130397,17.205623626708984,8119300,0.0,0.0,0.0
2021-11-17 00:00:00-05:00,17.394699392009482,17.507242738714798,17.118293646887707,17.417207717895508,7245800,0.0,0.0,0.0
2021-11-18 00:00:00-05:00,17.021054292889772,17.10658660770933,16.323284254807962,16.7059326171875,11930400,0.0,0.0,0.0
2021-11-19 00:00:00-05:00,16.656412489902802,16.831979806248604,16.615896823263395,16.660913467407227,6827900,0.0,0.0,0.0
2021-11-22 00:00:00-05:00,16.811724710190386,16.867996380295697,16.030673654364673,16.066686630249023,10940500,0.0,0.0,0.0
2021-11-23 00:00:00-05:00,16.4223221623501,16.678920811974717,16.300775162431876,16.660913467407227,6421000,0.0,0.0,0.0
2021-11-24 00:00:00-05:00,16.129713291344967,16.521363657461194,16.08019394397765,16.516860961914062,5460200,0.0,0.0,0.0
2021-11-26 00:00:00-05:00,15.666031869471574,15.70204656091973,15.449948872607656,15.503969192504883,5211600,0.0,0.0,0.0
2021-11-29 00:00:00-05:00,16.431330432022957,16.920669768045673,16.300779723293672,16.687929153442383,6690000,0.0,0.0,0.0
2021-11-30 00:00:00-05:00,16.77390875490077,17.039059438515274,16.19723581275925,16.47184181213379,6746800,0.0,0.0,0.0
2021-12-01 00:00:00-05:00,16.809475834368804,16.980542217481144,16.215247048057886,16.242258071899414,6683000,0.0,0.0,0.0
2021-12-02 00:00:00-05:00,16.19273476079177,16.467340758904964,16.030672091920053,16.336790084838867,4670600,0.0,0.0,0.0
2021-12-03 00:00:00-05:00,16.23325343843867,16.260262743409506,14.716167842484692,15.256376266479492,14049100,0.0,0.0,0.0
2021-12-06 00:00:00-05:00,13.824825261713151,14.148950672367222,13.658261577804945,13.977884292602539,8017300,0.0,0.0,0.0
2021-12-07 00:00:00-05:00,14.603625849201526,14.89173829476925,14.369536311782863,14.464073181152344,5064600,0.0,0.0,0.0
2021-12-08 00:00:00-05:00,14.383038589254934,14.653141906960888,14.254739255753352,14.51809024810791,6224900,0.0,0.0,0.0
2021-12-09 00:00:00-05:00,14.027400247243225,14.040905755629922,13.505199277215233,13.599735260009766,7156600,0.0,0.0,0.0
2021-12-10 00:00:00-05:00,14.166955164255342,14.216474508039692,13.509702478495011,13.842830657958984,8618700,0.0,0.0,0.0
2021-12-13 00:00:00-05:00,13.66275954227145,13.698773371176152,13.04151992036858,13.307122230529785,9171400,0.0,0.0,0.0
2021-12-14 00:00:00-05:00,13.388157116341038,13.671766845604742,13.249503451842392,13.64925765991211,7042600,0.0,0.0,0.0
2021-12-15 00:00:00-05:00,13.613238925283833,14.144443495649204,13.28461266010435,14.067914009094238,9616800,0.0,0.0,0.0
2021-12-16 00:00:00-05:00,13.905853384040753,13.964376395652886,13.563721562626416,13.667262077331543,5015400,0.0,0.0,0.0
2021-12-17 00:00:00-05:00,13.293622735882119,13.514207630783908,12.955992636996937,13.18558120727539,6895200,0.0,0.0,0.0
2021-12-20 00:00:00-05:00,13.046023077798434,13.478189927068282,12.978497249091816,13.40616226196289,4705400,0.0,0.0,0.0
2021-12-21 00:00:00-05:00,13.887850302242377,13.964379818668517,13.785210473067274,13.88334846496582,3273900,0.0,0.0,0.0
2021-12-22 00:00:00-05:00,13.914859270636313,14.056664127421325,13.83382792390202,13.995890617370605,3629600,0.0,0.0,0.0
2021-12-23 00:00:00-05:00,13.856336872746734,14.671150445849438,13.829325851869516,14.55860710144043,5727700,0.0,0.0,0.0
2021-12-27 00:00:00-05:00,14.626134352684439,14.873729376369926,14.527095656300157,14.612627983093262,4773700,0.0,0.0,0.0
2021-12-28 00:00:00-05:00,13.982384162994812,14.027401670213026,13.477739701631092,13.613242149353027,7170700,0.0,0.0,0.0
2021-12-29 00:00:00-05:00,13.500701223454605,13.689774100651938,13.37465235244382,13.455683708190918,4398600,0.0,0.0,0.0
2021-12-30 00:00:00-05:00,13.428671871291604,13.633500724544655,13.388156198460225,13.419668197631836,4659800,0.0,0.0,0.0
2021-12-31 00:00:00-05:00,13.66726531300375,13.71678380535565,12.987503345417101,13.010011672973633,5522200,0.0,0.0,0.0
2022-01-03 00:00:00-05:00,13.392655731223423,13.446676905250676,12.97399442308386,13.032517433166504,5205600,0.0,0.0,0.0
2022-01-04 00:00:00-05:00,13.356641548749014,13.536710693022929,12.919973766555097,13.15406322479248,6253900,0.0,0.0,0.0
2022-01-05 00:00:00-05:00,13.172072182046557,13.311625678623717,12.386069390906465,12.442790985107422,10718700,0.0,0.0,0.0
2022-01-06 00:00:00-05:00,12.154680446747465,12.370763448616636,12.064645433316548,12.280729293823242,6675300,0.0,0.0,0.0
2022-01-07 00:00:00-05:00,11.875575488381955,11.974614199038237,11.501931551198597,11.889081001281738,9618100,0.0,0.0,0.0
2022-01-10 00:00:00-05:00,11.290347869386963,11.943099586861603,11.200312853653378,11.844060897827148,12742500,0.0,0.0,0.0
2022-01-11 00:00:00-05:00,11.745023944444583,12.25371950300285,11.70000643321628,12.159183502197266,8372200,0.0,0.0,0.0
2022-01-12 00:00:00-05:00,12.4517976522277,12.499065658761172,12.298738609382223,12.433791160583496,6993300,0.0,0.0,0.0
2022-01-13 00:00:00-05:00,12.568841806753529,12.613859320072777,11.992619525269967,12.136674880981445,6406900,0.0,0.0,0.0
2022-01-14 00:00:00-05:00,11.997119410677575,12.325745744760509,11.947600926856351,12.231209754943848,7138100,0.0,0.0,0.0
2022-01-18 00:00:00-05:00,11.767530114531812,11.866568792814375,11.691000617057766,11.830554962158203,5490100,0.0,0.0,0.0
2022-01-19 00:00:00-05:00,11.970109647322758,12.091656659948253,11.758528478359429,11.79454231262207,5608600,0.0,0.0,0.0
2022-01-20 00:00:00-05:00,12.037635341939785,12.348255195560746,12.02863166881743,12.109663009643555,8127200,0.0,0.0,0.0
2022-01-21 00:00:00-05:00,10.930211579228837,11.06751375901873,10.642099989882531,10.849180221557617,14546700,0.0,0.0,0.0
2022-01-24 00:00:00-05:00,9.530170907360436,10.651102569737581,9.409524594212867,10.57007122039795,19580500,0.0,0.0,0.0
2022-01-25 00:00:00-05:00,10.399002645612937,10.655601270573587,10.196424331887496,10.453022956848145,14666800,0.0,0.0,0.0
2022-01-26 00:00:00-05:00,10.898697813798208,11.020244840234932,10.390002239706284,10.466531753540039,16864700,0.0,0.0,0.0
2022-01-27 00:00:00-05:00,10.45302805105357,10.543063091839976,10.043370246887207,10.043370246887207,10216500,0.0,0.0,0.0
2022-01-28 00:00:00-05:00,10.502543202366493,10.723128019432396,10.356236534353807,10.7006196975708,8518700,0.0,0.0,0.0
2022-01-31 00:00:00-05:00,10.57007025688061,10.97972794463287,10.52955458590401,10.876188278198242,5328500,0.0,0.0,0.0
2022-02-01 00:00:00-05:00,11.020241617352262,11.121530776427399,10.804158650416896,10.894193649291992,5361600,0.0,0.0,0.0
2022-02-02 00:00:00-05:00,10.858179578139266,10.86268055520851,10.471030293744654,10.61508560180664,4222400,0.0,0.0,0.0
2022-02-03 00:00:00-05:00,10.335979855647732,10.500293886411862,10.250447536110626,10.281959533691406,3561700,0.0,0.0,0.0
2022-02-04 00:00:00-05:00,10.696118050015933,11.58746100619123,10.615086716065914,11.506429672241211,13078400,0.0,0.0,0.0
2022-02-07 00:00:00-05:00,12.159182122557526,12.62736195375213,12.105160943485545,12.528324127197266,10917000,0.0,0.0,0.0
2022-02-08 00:00:00-05:00,12.35275702388819,12.568840026855469,12.100659328455503,12.568840026855469,4576000,0.0,0.0,0.0
2022-02-09 00:00:00-05:00,12.496811937651872,12.708393096923828,12.379766767000099,12.708393096923828,3774400,0.0,0.0,0.0
2022-02-10 00:00:00-05:00,12.325747434541364,12.983001051449994,12.325747434541364,12.487810134887695,11501800,0.0,0.0,0.0
2022-02-11 00:00:00-05:00,12.343755560199385,12.45494828131255,11.898083964818863,11.997121810913086,10060500,0.0,0.0,0.0
2022-02-14 00:00:00-05:00,12.091659086408974,12.141177581808634,11.83055852094979,11.94310188293457,5875500,0.0,0.0,0.0
2022-02-15 00:00:00-05:00,12.550833936307944,12.622862469807538,12.415782260601132,12.514820098876953,3897500,0.0,0.0,0.0
2022-02-16 00:00:00-05:00,12.361755577777336,12.573337529900355,12.26271778354431,12.496808052062988,4197600,0.0,0.0,0.0
2022-02-17 00:00:00-05:00,11.916086000491669,11.9656053343435,11.542442225355904,11.569453239440918,7666000,0.0,0.0,0.0
2022-02-18 00:00:00-05:00,11.4208962813079,11.537940576353915,11.159795818056457,11.303851127624512,9924100,0.0,0.0,0.0
2022-02-22 00:00:00-05:00,10.601584764217495,10.840177009932878,10.56557092133949,10.709627151489258,6807300,0.0,0.0,0.0
2022-02-23 00:00:00-05:00,10.99773448072413,11.031496964958372,10.54530980770299,10.628592491149902,8870500,0.0,0.0,0.0
2022-02-24 00:00:00-05:00,9.965035813710823,11.22732210487321,9.939826219349793,10.831169128417969,16154000,0.0,0.0,0.0
2022-02-25 00:00:00-05:00,11.101274421940794,11.190858648110602,10.880689589843085,11.042752265930176,7294900,0.0,0.0,0.0
2022-02-28 00:00:00-05:00,11.024744875839144,11.875572204589844,11.020243039450715,11.875572204589844,13625700,0.0,0.0,0.0
2022-03-01 00:00:00-05:00,12.587746695434422,12.613857002917923,12.222205825215388,12.505815505981445,11998800,0.0,0.0,0.0
2022-03-02 00:00:00-05:00,12.402278369351524,12.838947171199901,12.289735005351465,12.415783882141113,7551100,0.0,0.0,0.0
2022-03-03 00:00:00-05:00,12.406780308178526,12.442794150606883,11.821555154058284,11.889081001281738,11761100,0.0,0.0,0.0
2022-03-04 00:00:00-05:00,11.686501175733177,11.73602052502213,11.033750253996459,11.15529727935791,8665200,0.0,0.0,0.0
2022-03-07 00:00:00-05:00,11.060759055799792,11.164298720074031,10.498042369129982,10.606083869934082,9189100,0.0,0.0,0.0
2022-03-08 00:00:00-05:00,10.939212770574011,11.128285624174337,10.77264910111514,10.871686935424805,7486100,0.0,0.0,0.0
2022-03-09 00:00:00-05:00,11.920589906730148,12.060144261163996,11.803544734610233,11.848562240600586,7202600,0.0,0.0,0.0
2022-03-10 00:00:00-05:00,11.042752755441358,11.231825599711824,10.961721413805796,11.191309928894043,4262700,0.0,0.0,0.0
2022-03-11 00:00:00-05:00,11.164301364471555,11.19581422764478,10.795159267962468,10.813166618347168,4508100,0.0,0.0,0.0
2022-03-14 00:00:00-04:00,10.948217391967773,11.069764420940663,10.84467771186686,10.948217391967773,3494200,0.0,0.0,0.0
2022-03-15 00:00:00-04:00,10.961719775662537,11.258834078166498,10.867182938336326,11.231823921203613,5141500,0.0,0.0,0.0
2022-03-16 00:00:00-04:00,11.416399036994404,11.645987600943291,11.101277276600783,11.551450729370117,7204500,0.0,0.0,0.0
2022-03-17 00:00:00-04:00,11.569456664315558,11.641484339256365,11.465916130280235,11.546947479248047,2516200,0.0,0.0,0.0
2022-03-18 00:00:00-04:00,11.434403836316976,11.902584570052243,11.384885347714755,11.898082733154297,5578200,0.0,0.0,0.0
2022-03-21 00:00:00-04:00,11.691003246601444,11.74052259688063,11.492927562759984,11.636982917785645,4770000,0.0,0.0,0.0
2022-03-22 00:00:00-04:00,12.12316848780888,12.235711825633116,11.947601155567076,11.965607643127441,5701900,0.0,0.0,0.0
2022-03-23 00:00:00-04:00,11.947605206918318,12.09616242887555,11.844064648445604,11.929597854614258,5161100,0.0,0.0,0.0
2022-03-24 00:00:00-04:00,12.114164201249027,12.537327370457698,12.051140210022995,12.438288688659668,7568000,0.0,0.0,0.0
2022-03-25 00:00:00-04:00,12.698492854608856,12.77907342879101,12.43829213834104,12.57784652709961,9335800,0.0,0.0,0.0
2022-03-28 00:00:00-04:00,13.415164496607215,13.638000666214099,13.372398340622542,13.563721656799316,6759100,0.0,0.0,0.0
2022-03-29 00:00:00-04:00,13.523205854718915,13.601985835912767,13.32963120534271,13.496194839477539,5306600,0.0,0.0,0.0
2022-03-30 00:00:00-04:00,13.329634475684527,13.505201824640823,13.219341616316079,13.280115127563477,4069100,0.0,0.0,0.0
2022-03-31 00:00:00-04:00,13.347637804679765,13.347637804679765,12.843444203439946,12.856948852539062,5067200,0.0,0.0,0.0
2022-04-01 00:00:00-04:00,12.802930366855211,13.202683664466155,12.76691653305321,13.104546546936035,7977300,0.0,0.0,0.0
