open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1736294400000,96920.20,97242.20,92500.00,95014.10,262012.113,1736380799999,24890488875.36570,5034341,125746.041,11946830838.16460,0
