open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1667260800000,20482.10,20687.00,20320.00,20472.10,314676.187,1667347199999,6448795091.82572,1937679,156085.396,3199168629.38093,0
