open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1666742400000,20068.30,21030.00,20041.10,20758.30,841864.982,1666828799999,17352691191.05276,4594814,425235.003,8765776252.23314,0
