open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1705276800000,41734.90,43376.00,41720.00,42515.00,240059.141,1705363199999,10237828482.80086,3393913,121327.115,5174655656.94734,0
