open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1673740800000,20962.80,21073.80,20556.00,20882.70,428486.559,1673827199999,8913057374.28152,2666812,212910.070,4429332007.81896,0
