open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1729382400000,68357.10,69425.80,68069.80,69020.10,105939.492,1729468799999,7272050313.90200,1491959,55143.159,3786176895.56450,0
