open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1697328000000,26836.40,27456.10,26790.40,27139.80,160000.462,1697414399999,4324470125.81482,1521199,84768.500,2291813893.98944,0
