open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1727827200000,60776.70,62355.00,59934.90,60622.60,327001.805,1727913599999,19999405207.74720,4403020,165312.966,10112397461.58770,0
