open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1692057600000,29419.50,29492.10,29050.00,29188.80,191289.959,1692143999999,5604668799.70402,1548283,92794.870,2719077508.76020,0
