open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1683763200000,27583.00,27630.00,26688.80,26956.40,538822.363,1683849599999,14649119359.74357,5661571,263065.114,7153190242.43016,0
