open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1675728000000,22757.80,23368.60,22742.40,23234.10,447273.494,1675814399999,10297159070.89130,2811376,227838.755,5246060241.38648,0
