open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1734825600000,97261.70,97437.90,94200.00,95153.50,148114.735,1734911999999,14215963268.65060,3134938,70507.415,6767628913.80170,0
