open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1717286400000,67799.20,68545.90,67296.30,67805.90,102194.718,1717372799999,6940423185.85990,1495288,51581.936,3503692386.42020,0
