open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1716508800000,67999.90,69273.50,66639.00,68584.10,186681.082,1716595199999,12680535679.16180,2544055,92018.938,6250790249.52980,0
