open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1718582400000,66653.50,67280.60,65094.90,66472.10,248420.787,1718668799999,16425433493.30370,2862439,123564.357,8170749468.73040,0
