open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1663718400000,18866.70,20154.10,18084.30,18447.50,1168068.979,1663804799999,22278202291.21906,7384253,586476.532,11192760454.95797,0
