open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1726531200000,58187.00,61345.00,57588.80,60281.00,318442.066,1726617599999,19038330615.67440,3715666,162650.990,9728263253.47190,0
