open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1701820800000,44081.70,44349.80,43377,43774.80,383957.738,1701907199999,16855439556.37356,3312344,189313.948,8312419039.08001,0
