open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1736640000000,94562.40,95444.00,93661.10,94499.90,77298.133,1736726399999,7302019629.83690,1571748,38243.259,3613115317.81440,0
