open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1669248000000,16595.80,16800.00,16450.00,16592.40,351024.418,1669334399999,5829469816.57378,2224179,176391.185,2929822123.48014,0
