open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1724457600000,64020.00,64472.50,63522.70,64116.50,132741.902,1724543999999,8499031623.67870,1917096,66675.710,4269685167.19470,0
