open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1690156800000,30070.90,30091.70,28830.00,29163.80,434182.417,1690243199999,12739148029.69294,3450766,208034.404,6102444959.26272,0
